Application Number,Total Amount,Total Number,Application Received Date,Application Approved Date,Vehicle Category,Vehicle Model,Vehicle Make,Vehicle Year,Date of Purchase,Purchase or Lease?,Zip Code,County
M-009844,"$1,000",1000,7/18/18 15:54,8/10/18 13:16,PHEV,Volvo XC60 T8,Volvo,2018,2018-04-24,Purchase,2190,Norfolk
M-009845,"$2,500",2500,7/18/18 16:30,8/6/18 17:17,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,2170,Norfolk
M-009846,"$2,500",2500,7/18/18 16:56,8/10/18 13:52,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-06-21,Lease,2026,Norfolk
M-009847,"$1,000",1000,7/18/18 17:09,8/21/18 17:24,BEV,Tesla Model X,Tesla,2018,2018-06-21,Purchase,1370,Franklin
M-009848,"$1,500",1500,7/18/18 17:32,8/6/18 17:19,PHEV,Kia Niro Plug-in Hybrid,Kia,2018,2018-07-15,Purchase,2452,Middlesex
M-009849,"$2,500",2500,7/18/18 20:14,8/8/18 12:49,BEV,Tesla Model 3,Tesla,2018,2018-07-17,Purchase,2453,Middlesex
M-009850,"$2,500",2500,7/18/18 20:14,8/15/18 17:03,BEV,Kia Soul EV,Kia,2018,2018-06-20,Lease,1749,Middlesex
M-009851,"$2,500",2500,7/18/18 20:16,8/8/18 15:40,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,2169,Norfolk
M-009852,"$2,500",2500,7/18/18 20:32,8/8/18 12:09,BEV,Tesla Model 3,Tesla,2018,2018-07-14,Purchase,2169,Norfolk
M-009853,"$2,500",2500,7/18/18 20:46,8/8/18 12:11,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-12,Purchase,2478,Middlesex
M-009854,"$2,500",2500,7/18/18 21:10,8/8/18 15:40,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,2132,Suffolk
M-009855,"$2,500",2500,7/18/18 21:53,8/8/18 15:53,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-12,Purchase,2459,Middlesex
M-009856,"$2,500",2500,7/18/18 23:07,8/8/18 16:06,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,1776,Middlesex
M-009857,"$2,500",2500,7/19/18 6:39,8/9/18 16:44,PHEV+,Honda Clarity PHEV,Honda,2018,2018-06-28,Purchase,2359,Plymouth
M-009858,"$2,500",2500,7/19/18 8:15,8/10/18 13:46,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-18,Purchase,2563,Barnstable
M-009859,"$2,500",2500,7/19/18 8:31,8/29/18 12:32,BEV,Tesla Model 3,Tesla,2018,2018-07-16,Purchase,1852,Middlesex
M-009860,"$2,500",2500,7/19/18 10:29,8/17/18 10:48,BEV,Nissan Leaf SL,Nissan,2018,2018-07-19,Lease,1778,Middlesex
M-009861,"$2,500",2500,7/19/18 10:47,8/9/18 18:21,BEV,Nissan Leaf SL,Nissan,2018,2018-06-29,Purchase,1503,Worcester
M-009862,"$2,500",2500,7/19/18 11:06,8/8/18 15:54,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-16,Purchase,1721,Middlesex
M-009863,"$2,500",2500,7/19/18 11:16,8/8/18 12:26,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,1453,Worcester
M-009864,"$2,500",2500,7/19/18 11:59,8/8/18 16:13,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,2766,Bristol
M-009866,"$2,500",2500,7/19/18 12:50,8/16/18 10:55,BEV,Tesla Model 3,Tesla,2018,2018-07-19,Purchase,2330,Plymouth
M-009867,"$2,500",2500,7/19/18 15:35,8/9/18 16:46,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-14,Purchase,1803,Middlesex
M-009868,"$2,500",2500,7/19/18 17:27,8/13/18 10:47,BEV,Tesla Model 3,Tesla,2018,2018-07-17,Purchase,1543,Worcester
M-009870,"$2,500",2500,7/19/18 18:02,8/8/18 16:15,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-18,Purchase,1701,Middlesex
M-009871,"$2,500",2500,7/19/18 18:10,8/8/18 16:01,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-12,Purchase,2026,Norfolk
M-009872,"$2,500",2500,7/19/18 20:41,8/9/18 16:52,PHEV+,Honda Clarity PHEV,Honda,2018,2018-05-21,Purchase,2465,Middlesex
M-009873,"$2,500",2500,7/19/18 21:46,8/8/18 15:58,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-15,Purchase,1760,Middlesex
M-009874,"$2,500",2500,7/19/18 21:52,8/8/18 15:54,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-18,Purchase,1810,Essex
M-009876,"$1,500",1500,7/19/18 21:54,8/8/18 12:39,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-15,Purchase,1201,Berkshire
M-009877,"$2,500",2500,7/19/18 22:40,8/8/18 15:42,BEV,Tesla Model 3,Tesla,2018,2018-07-19,Purchase,2446,Norfolk
M-009878,"$2,500",2500,7/19/18 23:57,8/8/18 15:42,BEV,Tesla Model 3,Tesla,2018,2018-07-17,Purchase,2155,Middlesex
M-009880,"$2,500",2500,7/20/18 10:42,8/8/18 12:44,BEV,Tesla Model 3,Tesla,2018,2018-07-10,Purchase,1451,Worcester
M-009881,"$1,500",1500,7/20/18 10:55,8/10/18 16:24,PHEV,BMW 530e xDrive iPerformance,BMW,2018,2018-06-16,Lease,2420,Middlesex
M-009882,"$2,500",2500,7/20/18 11:31,8/13/18 12:25,BEV,Tesla Model 3,Tesla,2018,2018-07-17,Purchase,1701,Middlesex
M-009883,"$2,500",2500,7/20/18 11:59,8/8/18 12:45,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,1886,Middlesex
M-009884,"$2,500",2500,7/20/18 12:18,8/8/18 15:46,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,1740,
M-009885,"$2,500",2500,7/20/18 12:37,8/10/18 12:26,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-07-17,Purchase,1747,Worcester
M-009886,"$2,500",2500,7/20/18 15:40,8/10/18 12:26,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-19,Purchase,1810,Essex
M-009887,"$1,000",1000,7/20/18 16:21,8/13/18 12:01,BEV,Tesla Model X,Tesla,2018,2018-06-16,Purchase,2025,Norfolk
M-009888,"$2,500",2500,7/20/18 16:29,8/10/18 12:29,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-19,Purchase,2543,Barnstable
M-009889,"$2,500",2500,7/20/18 17:26,8/8/18 15:43,BEV,Smart Electric Fortwo Coupe,Smart,2018,2018-06-28,Lease,2459,Middlesex
M-009891,"$1,000",1000,7/20/18 22:01,8/8/18 11:59,BEV,Tesla Model S 100 kWh,Tesla,2017,2018-07-09,Purchase,2465,Middlesex
M-009892,"$2,500",2500,7/21/18 7:34,8/9/18 10:11,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-20,Purchase,2090,Norfolk
M-009894,"$2,500",2500,7/21/18 13:27,8/15/18 10:49,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-16,Lease,2148,Middlesex
M-009895,"$2,500",2500,7/21/18 13:39,8/8/18 16:05,BEV,Kia Soul EV,Kia,2018,2018-07-20,Lease,1721,Middlesex
M-009896,"$2,500",2500,7/21/18 13:55,8/13/18 12:13,BEV,Smart Electric Fortwo Coupe,Smart,2018,2018-07-16,Lease,2116,Suffolk
M-009897,"$2,500",2500,7/21/18 14:04,8/8/18 16:03,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,1772,Worcester
M-009898,"$2,500",2500,7/21/18 15:11,8/8/18 15:49,BEV,Tesla Model 3,Tesla,2018,2018-07-16,Purchase,2176,Middlesex
M-009899,"$2,500",2500,7/21/18 16:36,8/10/18 13:19,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,2138,Middlesex
M-009900,"$1,500",1500,7/21/18 17:18,8/8/18 16:02,PHEV,Hyundai Ioniq Plug-in Hybrid,Hyundai,2018,2018-07-17,Purchase,2468,Middlesex
M-009901,"$2,500",2500,7/21/18 19:31,8/16/18 10:38,BEV,Tesla Model 3,Tesla,2018,2018-07-16,Purchase,2420,Middlesex
M-009902,"$2,500",2500,7/21/18 20:10,8/10/18 16:47,BEV,Tesla Model 3,Tesla,2018,2018-07-18,Purchase,1930,Essex
M-009903,"$2,500",2500,7/22/18 0:29,8/15/18 10:37,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,1536,Worcester
M-009904,"$2,500",2500,7/22/18 11:42,8/9/18 16:47,BEV,Tesla Model 3,Tesla,2018,2018-07-19,Purchase,1821,Middlesex
M-009905,"$2,500",2500,7/22/18 12:28,8/8/18 12:57,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,2052,Norfolk
M-009906,"$2,500",2500,7/22/18 12:36,8/21/18 17:55,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-09,Lease,2478,Middlesex
M-009907,"$1,000",1000,7/22/18 12:43,8/15/18 10:34,BEV,Tesla Model S - 75 kWh,Tesla,2018,2018-07-19,Purchase,2421,Middlesex
M-009908,"$2,500",2500,7/22/18 13:41,8/14/18 10:46,BEV,Smart Electric Fortwo Cabriolet,Smart,2017,2018-07-13,Lease,1950,Essex
M-009909,"$1,500",1500,7/22/18 14:17,8/8/18 16:04,PHEV,Toyota Prius Prime,Toyota,2017,2018-06-22,Purchase,1518,Worcester
M-009910,"$2,500",2500,7/22/18 14:52,8/8/18 14:05,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,2043,Plymouth
M-009911,"$1,500",1500,7/22/18 15:54,8/8/18 15:45,PHEV,Kia Niro Plug-in Hybrid,Kia,2018,2018-07-20,Purchase,2134,Suffolk
M-009913,"$2,500",2500,7/22/18 18:27,8/8/18 16:07,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-06-21,Purchase,2124,Suffolk
M-009914,"$2,500",2500,7/22/18 21:03,8/13/18 11:36,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-06,Purchase,1776,Middlesex
M-009915,"$2,500",2500,7/22/18 21:58,8/8/18 16:07,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,1560,Worcester
M-009916,"$2,500",2500,7/23/18 6:26,8/9/18 16:47,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-20,Purchase,1833,Essex
M-009917,"$2,500",2500,7/23/18 7:10,8/9/18 16:48,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-21,Purchase,2053,Norfolk
M-009918,"$2,500",2500,7/23/18 9:23,8/8/18 19:00,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-05,Purchase,2452,Middlesex
M-009919,"$2,500",2500,7/23/18 11:28,8/9/18 16:45,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-05-04,Purchase,2461,Middlesex
M-009920,"$2,500",2500,7/23/18 11:42,8/23/18 14:29,BEV,Tesla Model 3,Tesla,2018,2018-07-17,Purchase,2745,Bristol
M-009921,"$1,000",1000,7/23/18 11:46,8/8/18 15:49,BEV,Tesla Model X,Tesla,2018,2018-06-27,Lease,1772,Worcester
M-009923,"$2,500",2500,7/23/18 13:16,8/17/18 11:36,BEV,Tesla Model 3,Tesla,2018,2018-07-17,Purchase,1886,Middlesex
M-009924,"$2,500",2500,7/23/18 13:47,8/10/18 12:25,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-06-15,Purchase,1879,Middlesex
M-009925,"$1,000",1000,7/23/18 13:57,8/23/18 11:35,BEV,Tesla Model S - 75 kWh,Tesla,2018,2018-05-16,Purchase,1860,Essex
M-009926,"$2,500",2500,7/23/18 14:03,8/9/18 16:45,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,2468,Middlesex
M-009928,"$1,500",1500,7/23/18 14:35,8/8/18 16:10,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-17,Purchase,2152,Suffolk
M-009929,"$1,000",1000,7/23/18 15:01,8/8/18 15:43,BEV,Tesla Model S 100 kWh,Tesla,2017,2018-06-05,Purchase,2210,Suffolk
M-009930,"$2,500",2500,7/23/18 15:10,8/8/18 15:50,BEV,Tesla Model 3,Tesla,2018,2018-07-19,Purchase,1890,Middlesex
M-009931,"$1,500",1500,7/23/18 15:50,8/10/18 12:29,PHEV,Toyota Prius Prime,Toyota,2017,2018-06-09,Purchase,1886,Middlesex
M-009933,"$2,500",2500,7/23/18 16:46,8/9/18 16:51,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-16,Lease,2461,Middlesex
M-009934,"$1,000",1000,7/23/18 17:07,8/8/18 14:08,BEV,Tesla Model X,Tesla,2018,2018-06-22,Purchase,2030,Norfolk
M-009935,"$1,500",1500,7/23/18 17:38,8/13/18 10:48,PHEV,Hyundai Ioniq Plug-in Hybrid,Hyundai,2018,2018-07-13,Purchase,1938,Essex
M-009936,"$1,500",1500,7/23/18 17:52,8/9/18 16:53,PHEV,Toyota Prius Prime,Toyota,2017,2018-05-07,Purchase,1720,Middlesex
M-009937,"$2,500",2500,7/23/18 18:15,8/8/18 15:51,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-06-11,Purchase,1060,Hampshire
M-009938,"$2,500",2500,7/23/18 19:19,8/8/18 16:12,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-02,Purchase,1720,Middlesex
M-009939,"$2,500",2500,7/23/18 20:49,8/9/18 10:39,BEV,Smart Electric Fortwo Cabriolet,Smart,2018,2018-07-11,Lease,1801,Middlesex
M-009940,"$1,500",1500,7/23/18 21:11,8/9/18 16:48,PHEV,Kia Niro Plug-in Hybrid,Kia,2018,2018-04-28,Lease,2118,Suffolk
M-009941,"$1,000",1000,7/23/18 21:20,8/15/18 10:53,BEV,Tesla Model X,Tesla,2018,2018-06-15,Purchase,2474,Middlesex
M-009942,"$2,500",2500,7/23/18 21:22,8/8/18 15:51,BEV,Tesla Model 3,Tesla,2018,2018-07-02,Purchase,2460,Middlesex
M-009943,"$2,500",2500,7/23/18 21:34,8/16/18 10:43,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-05-27,Purchase,2043,Plymouth
M-009944,"$1,500",1500,7/23/18 21:59,8/10/18 12:27,PHEV,Hyundai Ioniq Plug-in Hybrid,Hyundai,2018,2018-07-23,Purchase,2653,Barnstable
M-009945,"$2,500",2500,7/23/18 22:42,8/15/18 11:49,BEV,Tesla Model 3,Tesla,2018,2018-07-23,Purchase,1581,Worcester
M-009946,"$2,500",2500,7/24/18 4:02,8/21/18 17:21,BEV,Tesla Model 3,Tesla,2018,2018-07-05,Purchase,2141,Middlesex
M-009947,"$2,500",2500,7/24/18 7:08,8/9/18 16:48,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-20,Purchase,1757,Worcester
M-009948,"$2,500",2500,7/24/18 9:25,8/9/18 10:22,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-14,Lease,2492,Norfolk
M-009949,"$2,500",2500,7/24/18 10:07,8/20/18 13:37,BEV,Tesla Model 3,Tesla,2018,2018-07-23,Purchase,2021,Norfolk
M-009950,"$2,500",2500,7/24/18 12:07,8/8/18 19:06,BEV,Nissan Leaf S,Nissan,2018,2018-07-23,Purchase,2540,Barnstable
M-009951,"$2,500",2500,7/24/18 12:21,8/9/18 16:53,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-21,Lease,2474,Middlesex
M-009952,"$2,500",2500,7/24/18 12:38,8/21/18 11:53,BEV,Tesla Model 3,Tesla,2018,2018-07-23,Purchase,2492,Norfolk
M-009953,"$2,500",2500,7/24/18 12:41,8/13/18 14:16,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-07-17,Lease,1851,Middlesex
M-009954,"$1,000",1000,7/24/18 13:18,8/9/18 16:46,BEV,Tesla Model S - 75 kWh,Tesla,2018,2018-07-16,Purchase,1720,Middlesex
M-009956,"$2,500",2500,7/24/18 14:44,8/27/18 13:27,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,1720,Middlesex
M-009957,"$2,500",2500,7/24/18 14:53,8/10/18 12:28,BEV,Tesla Model 3,Tesla,2018,2018-07-19,Purchase,2738,Plymouth
M-009958,"$2,500",2500,7/24/18 16:21,8/16/18 10:10,BEV,Tesla Model 3,Tesla,2018,2018-07-24,Purchase,1742,Middlesex
M-009959,"$2,500",2500,7/24/18 16:31,8/9/18 16:53,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-07,Purchase,1002,Hampshire
M-009960,"$2,500",2500,7/24/18 16:34,8/16/18 13:59,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-06-25,Lease,2152,Suffolk
M-009961,"$2,500",2500,7/24/18 16:59,8/15/18 10:40,BEV,Tesla Model 3,Tesla,2018,2018-07-23,Purchase,2067,Norfolk
M-009962,"$2,500",2500,7/24/18 17:54,8/10/18 12:25,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-16,Purchase,2421,Middlesex
M-009963,"$2,500",2500,7/24/18 17:56,8/9/18 16:54,BEV,Tesla Model 3,Tesla,2018,2018-07-16,Purchase,2067,Norfolk
M-009965,"$2,500",2500,7/24/18 20:21,8/10/18 12:18,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-05-26,Purchase,2090,Norfolk
M-009966,"$2,500",2500,7/24/18 21:13,8/24/18 13:36,BEV,Tesla Model 3,Tesla,2018,2018-07-12,Purchase,1824,Middlesex
M-009967,"$2,500",2500,7/24/18 21:46,8/29/18 12:21,BEV,Tesla Model 3,Tesla,2018,2018-07-24,Purchase,2460,Middlesex
M-009968,"$2,500",2500,7/24/18 21:49,8/16/18 10:14,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,1752,Middlesex
M-009969,"$2,500",2500,7/24/18 22:39,8/29/18 12:34,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,2343,Norfolk
M-009970,"$2,500",2500,7/25/18 9:12,8/10/18 12:27,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-09,Purchase,1879,Middlesex
M-009971,"$2,500",2500,7/25/18 10:01,8/10/18 12:25,BEV,BMW i3,BMW,2018,2018-07-24,Purchase,2184,Norfolk
M-009972,"$2,500",2500,7/25/18 10:16,8/10/18 12:27,BEV,Nissan Leaf SV,Nissan,2018,2018-07-20,Lease,2465,Middlesex
M-009975,"$1,500",1500,7/25/18 12:30,8/17/18 13:12,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-23,Purchase,1027,Hampshire
M-009978,"$1,000",1000,7/25/18 14:51,8/13/18 12:20,BEV,Porsche Panamera 4 E-Hybrid,Porsche,2018,2018-04-23,Purchase,2067,Norfolk
M-009979,"$1,000",1000,7/25/18 17:00,8/13/18 9:22,BEV,Tesla Model S 100 kWh,Tesla,2018,2018-07-21,Purchase,1915,Essex
M-009980,"$1,000",1000,7/25/18 17:14,8/17/18 14:39,PHEV,BMW X5 xDrive40e,BMW,2018,2018-07-16,Purchase,2494,Norfolk
M-009981,"$1,500",1500,7/25/18 17:43,8/10/18 12:28,PHEV,MINI Cooper SE Countryman ALL4,MINI,2019,2018-07-21,Lease,2125,Suffolk
M-009983,"$2,500",2500,7/25/18 21:40,8/13/18 9:18,BEV,Tesla Model 3,Tesla,2018,2018-07-23,Purchase,1545,Worcester
M-009985,"$2,500",2500,7/25/18 22:00,8/13/18 9:23,BEV,Tesla Model 3,Tesla,2018,2018-07-25,Purchase,2465,Middlesex
M-009987,"$2,500",2500,7/26/18 9:52,8/30/18 9:07,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-24,Lease,1453,Worcester
M-009988,"$2,500",2500,7/26/18 10:04,8/30/18 9:50,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-24,Lease,1453,Worcester
M-009989,"$1,500",1500,7/26/18 10:29,8/10/18 12:30,PHEV,BMW 530e xDrive iPerformance,BMW,2018,2018-06-30,Lease,1949,Essex
M-009990,"$2,500",2500,7/26/18 11:03,8/13/18 9:18,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-09,Purchase,1520,Worcester
M-009991,"$1,500",1500,7/26/18 11:37,8/13/18 9:21,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-15,Purchase,2135,Suffolk
M-009992,"$2,500",2500,7/26/18 12:30,8/22/18 10:55,BEV,Tesla Model 3,Tesla,2018,2018-07-19,Purchase,1201,Berkshire
M-009995,"$2,500",2500,7/26/18 14:08,8/29/18 13:08,BEV,Tesla Model 3,Tesla,2018,2018-06-11,Purchase,1505,Worcester
M-009996,"$2,500",2500,7/26/18 15:56,8/23/18 11:39,BEV,Tesla Model 3,Tesla,2018,2018-07-26,Purchase,1020,Hampden
M-009997,"$2,500",2500,7/26/18 18:11,8/30/18 10:22,BEV,BMW i3 REx,BMW,2018,2018-07-24,Lease,1720,Middlesex
M-009998,"$2,500",2500,7/26/18 20:36,8/9/18 10:30,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-26,Purchase,2536,Barnstable
M-009999,"$2,500",2500,7/26/18 20:39,9/5/18 10:29,BEV,Tesla Model 3,Tesla,2018,2018-07-25,Purchase,2453,Middlesex
M-010000,"$2,500",2500,7/27/18 8:36,8/21/18 18:00,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-23,Purchase,1720,Middlesex
M-010002,"$2,500",2500,7/27/18 10:07,8/13/18 9:21,BEV,Tesla Model 3,Tesla,2018,2018-07-26,Purchase,2459,Middlesex
M-010003,"$2,500",2500,7/27/18 11:27,8/9/18 10:13,PHEV+,Honda Clarity PHEV,Honda,2018,2018-06-30,Purchase,1940,Essex
M-010004,"$1,500",1500,7/27/18 11:45,8/13/18 9:19,PHEV,Ford Fusion Energi,Ford,2018,2018-04-25,Lease,1040,Hampden
M-010006,"$1,500",1500,7/27/18 13:18,8/13/18 9:27,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-20,Purchase,1730,Middlesex
M-010007,"$2,500",2500,7/27/18 15:51,8/10/18 12:14,PHEV+,Honda Clarity PHEV,Honda,2018,2018-06-20,Lease,2151,Suffolk
M-010009,"$1,500",1500,7/27/18 17:33,8/13/18 9:19,PHEV,Toyota Prius Prime,Toyota,2017,2018-07-20,Purchase,2458,Middlesex
M-010010,"$1,500",1500,7/27/18 18:17,8/13/18 9:20,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-23,Purchase,2421,Middlesex
M-010011,"$2,500",2500,7/27/18 21:08,8/10/18 12:15,PHEV+,Honda Clarity PHEV,Honda,2018,2018-06-02,Purchase,2465,Middlesex
M-010013,"$2,500",2500,7/28/18 11:20,8/9/18 10:13,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-27,Purchase,1775,Middlesex
M-010015,"$2,500",2500,7/28/18 14:38,8/10/18 14:13,BEV,Tesla Model 3,Tesla,2018,2018-07-28,Purchase,2021,Norfolk
M-010016,"$2,500",2500,7/28/18 16:16,8/13/18 9:22,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-07-26,Lease,1821,Middlesex
M-010017,"$1,000",1000,7/28/18 16:38,8/13/18 10:55,BEV,Tesla Model S - 60 kWh,Tesla,2016,2018-07-28,Purchase,2081,Norfolk
M-010018,"$1,500",1500,7/28/18 17:47,8/14/18 10:08,PHEV,BMW 530e xDrive iPerformance,BMW,2018,2018-07-13,Purchase,2445,Norfolk
M-010019,"$2,500",2500,7/28/18 19:50,8/13/18 9:24,PHEV+,Honda Clarity PHEV,Honda,2018,2018-06-28,Purchase,2176,Middlesex
M-010020,"$2,500",2500,7/28/18 22:52,8/13/18 9:23,PHEV+,Chrysler Pacifica,Chrysler,2018,2018-07-09,Purchase,2445,Norfolk
M-010022,"$2,500",2500,7/29/18 9:00,8/15/18 11:21,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-07-23,Lease,1923,Essex
M-010023,"$2,500",2500,7/29/18 9:39,8/13/18 9:23,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-23,Lease,2143,Middlesex
M-010024,"$2,500",2500,7/29/18 11:41,8/15/18 17:36,BEV,Tesla Model 3,Tesla,2018,2018-07-28,Purchase,2476,Middlesex
M-010027,"$1,000",1000,7/29/18 18:46,8/13/18 9:25,PHEV,BMW X5 xDrive40e,BMW,2018,2018-07-17,Purchase,2482,Norfolk
M-010028,"$2,500",2500,7/29/18 20:26,8/13/18 9:25,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-07-24,Purchase,1603,Worcester
M-010029,"$2,500",2500,7/29/18 20:58,8/13/18 9:25,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-26,Purchase,2368,Norfolk
M-010030,"$2,500",2500,7/30/18 8:35,8/15/18 13:55,BEV,BMW i3 REx,BMW,2018,2018-07-19,Lease,1863,Middlesex
M-010031,"$2,500",2500,7/30/18 8:54,8/23/18 11:51,BEV,Tesla Model 3,Tesla,2018,2018-07-05,Purchase,2740,Bristol
M-010032,"$1,500",1500,7/30/18 9:13,8/13/18 9:26,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-23,Purchase,1867,Middlesex
M-010033,"$2,500",2500,7/30/18 9:14,8/10/18 12:20,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-21,Purchase,2048,Bristol
M-010034,"$1,500",1500,7/30/18 9:35,8/13/18 9:26,PHEV,BMW 530e xDrive iPerformance,BMW,2018,2018-06-29,Purchase,2176,Middlesex
M-010035,"$2,500",2500,7/30/18 10:21,8/13/18 16:35,BEV,Tesla Model 3,Tesla,2018,2018-07-21,Purchase,2474,Middlesex
M-010036,"$1,500",1500,7/30/18 13:21,8/15/18 11:38,PHEV,Hyundai Ioniq Plug-in Hybrid,Hyundai,2018,2018-05-21,Purchase,1040,Hampden
M-010037,"$1,500",1500,7/30/18 13:39,8/15/18 11:41,PHEV,Toyota Prius Prime,Toyota,2017,2018-05-07,Purchase,1923,Essex
M-010038,"$1,000",1000,7/30/18 13:51,8/15/18 11:11,BEV,Tesla Model X,Tesla,2018,2018-06-27,Purchase,2032,Norfolk
M-010039,"$2,500",2500,7/30/18 14:24,8/8/18 19:03,PHEV+,Honda Clarity PHEV,Honda,2018,2018-06-08,Purchase,1950,Essex
M-010040,"$2,500",2500,7/30/18 15:26,8/10/18 12:16,PHEV+,Chevrolet Volt,Chevrolet,2018,2018-07-26,Purchase,2420,Middlesex
M-010042,"$2,500",2500,7/30/18 16:41,8/10/18 14:25,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-07-27,Lease,1887,Middlesex
M-010043,"$1,500",1500,7/30/18 17:15,8/10/18 12:17,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-25,Purchase,1027,Hampshire
M-010044,"$2,500",2500,7/30/18 17:43,8/24/18 13:26,BEV,Nissan Leaf SV,Nissan,2018,2018-07-09,Lease,1970,Essex
M-010045,"$1,500",1500,7/30/18 17:50,8/13/18 13:46,PHEV,Ford Fusion Energi,Ford,2018,2018-07-19,Lease,1001,Hampden
M-010046,"$2,500",2500,7/30/18 18:53,8/8/18 19:05,PHEV+,Honda Clarity PHEV,Honda,2018,2018-07-06,Purchase,1060,Hampshire
M-010047,"$2,500",2500,7/30/18 20:59,8/8/18 19:02,PHEV+,Mitsubishi Outlander PHEV,Mitsubishi,2018,2018-07-02,Lease,1752,Middlesex
M-010048,"$1,500",1500,7/30/18 21:30,8/10/18 14:33,PHEV,Toyota Prius Prime,Toyota,2018,2018-07-30,Purchase,2472,Middlesex
M-010049,"$2,500",2500,7/30/18 21:56,8/10/18 12:22,BEV,Chevrolet Bolt EV,Chevrolet,2018,2018-07-29,Lease,1721,Middlesex
